300 32
16 5 1
10 11 1
15 3 1
8 1 1
19 13 1
16 10 1
9 19 1
9 11 1
1 9 1
2 16 1
6 7 1
17 18 1
4 18 1
10 13 1
1 8 1
17 12 1
17 11 1
4 3 1
3 8 1
2 6 1
10 20 1
13 1 1
17 5 1
5 9 1
20 1 1
16 18 1
6 16 1
3 14 1
17 18 1
9 10 1
15 14 1
9 19 1
10 13 1
2 10 1
17 6 1
1 20 1
5 3 1
6 5 1
16 7 1
14 18 1
7 16 1
9 8 1
1 8 1
13 19 1
12 3 1
4 18 1
1 6 1
9 8 1
19 2 1
4 1 1
16 14 2
16 18 2
13 4 2
11 8 2
13 18 2
1 2 2
1 19 2
1 9 2
8 3 2
3 2 2
10 11 2
17 19 2
7 2 2
10 19 2
11 13 2
15 20 2
18 9 2
6 8 2
10 17 2
7 5 2
13 18 2
7 12 2
19 14 2
4 15 2
8 3 2
18 9 2
15 17 2
14 13 2
16 15 2
11 7 2
5 18 2
6 19 2
19 13 2
20 1 2
9 2 2
4 10 2
20 18 2
20 19 2
8 12 2
16 7 2
11 5 2
3 8 2
9 12 2
3 9 2
4 18 2
18 14 2
14 10 2
18 14 2
18 14 2
14 7 2
12 20 2
9 18 2
6 16 2
14 2 2
3 10 2
4 9 2
20 13 2
3 15 2
17 7 2
19 17 2
7 5 2
16 10 2
6 19 2
3 4 2
11 8 2
6 3 2
18 13 2
5 10 2
15 1 2
14 17 2
14 8 2
16 3 2
4 19 2
18 20 2
6 3 2
12 4 2
19 16 2
3 9 2
16 15 2
10 16 2
3 14 2
8 16 2
17 13 2
7 13 2
10 9 2
16 9 2
17 19 2
1 15 2
6 20 2
11 6 2
19 15 2
17 3 2
12 19 2
20 10 2
2 16 2
5 18 2
2 13 2
10 6 2
20 17 2
9 11 2
19 4 2
9 4 2
5 2 2
2 3 2
8 10 2
4 7 2
11 18 2
1 4 2
5 7 2
11 16 2
1 15 2
2 1 2
19 16 2
3 6 2
10 12 2
10 19 2
11 12 2
13 1 2
5 8 2
3 15 2
5 4 2
2 13 2
1 17 2
8 1 2
16 7 2
7 16 2
7 20 2
11 6 2
1 19 2
13 4 2
1 14 2
18 20 2
10 3 2
5 16 2
9 11 2
2 12 2
11 18 2
10 5 2
15 6 2
2 1 2
8 18 2
12 4 2
3 19 2
3 13 2
7 11 2
12 3 2
9 17 2
2 5 2
19 9 2
15 13 2
7 16 2
20 4 2
7 10 2
16 9 2
4 11 2
20 4 2
2 13 2
14 17 2
6 11 2
15 7 2
15 20 2
18 9 2
6 1 2
12 9 2
1 3 2
2 13 2
7 20 2
12 16 2
15 8 2
11 3 2
6 17 2
14 6 2
12 5 2
8 6 2
1 17 2
1 15 2
9 11 2
15 6 2
19 5 2
5 8 2
11 4 2
13 8 2
16 19 2
15 13 2
4 17 2
12 2 2
17 8 2
19 20 2
6 18 2
7 9 2
20 10 2
12 10 2
15 2 2
10 3 2
13 19 2
17 18 2
15 16 2
1 2 2
1 7 2
12 5 2
15 9 2
17 20 2
15 18 2
11 19 2
18 15 2
12 6 2
5 10 2
1 13 2
19 5 2
18 8 2
1 18 2
20 12 2
10 9 2
11 8 2
16 12 2
9 4 2
6 2 2
11 8 2
12 4 2
9 10 2
6 4 2
12 14 2
5 12 2
13 6 2
3 20 2
20 4 2
13 1 2
5 8 2
4 16 2
16 3 2
15 12 2
20 14 2
5 16 2
4 2 2
13 8 2
14 10 2
7 17 2
18 10 2
1 17 2
10 15 2
20 16 2
7 5 2
17 6 2
7 10 2
3 16 2
20 7 2
9 5 2
3 11 2
7 3 2
13 4 2
