200 32
12 29 1
36 24 1
6 9 1
13 15 1
32 12 1
32 17 1
25 3 1
17 6 1
32 36 1
23 13 1
7 6 1
9 11 1
24 30 1
23 9 1
9 28 1
20 12 1
11 20 1
7 25 1
28 3 1
30 6 1
27 13 1
32 12 1
3 38 1
38 36 1
13 32 1
30 3 1
20 23 1
15 9 1
27 36 1
11 36 1
32 15 1
15 12 1
36 29 1
29 36 1
38 11 1
11 32 1
9 28 1
7 20 1
30 15 1
20 30 1
9 17 1
13 11 1
12 24 1
12 9 1
28 11 1
27 32 1
3 28 1
11 9 1
6 23 1
30 3 1
12 32 1
13 17 1
30 13 1
3 20 1
25 12 1
36 38 1
9 7 1
36 12 1
9 20 1
32 28 1
38 27 1
27 6 1
9 23 1
28 13 1
27 13 1
38 29 1
6 25 1
25 9 1
24 27 1
28 3 1
23 20 1
25 11 1
24 29 1
24 13 1
7 15 1
27 29 1
24 12 1
9 7 1
6 11 1
25 29 1
3 13 1
20 13 1
28 12 1
20 38 1
13 38 1
24 12 1
24 11 1
36 29 1
11 9 1
20 12 1
29 25 1
27 30 1
9 6 1
6 17 1
3 13 1
23 27 1
13 32 1
30 9 1
6 7 1
6 23 1
13 25 2
32 7 2
20 12 2
7 28 2
25 29 2
30 17 2
7 27 2
28 29 2
29 12 2
13 11 2
6 9 2
24 38 2
3 23 2
27 24 2
29 12 2
12 11 2
27 17 2
7 20 2
30 23 2
15 13 2
30 6 2
23 17 2
38 25 2
6 29 2
7 6 2
24 6 2
6 11 2
11 7 2
29 3 2
25 36 2
11 3 2
28 6 2
12 36 2
17 27 2
9 28 2
9 32 2
38 25 2
3 29 2
6 17 2
7 9 2
15 29 2
24 13 2
23 28 2
24 3 2
6 11 2
25 13 2
32 20 2
11 32 2
36 24 2
23 25 2
13 3 2
27 38 2
27 7 2
36 17 2
13 36 2
17 13 2
23 11 2
32 25 2
3 25 2
11 12 2
15 36 2
13 36 2
3 24 2
13 25 2
24 6 2
25 36 2
15 23 2
29 23 2
20 15 2
17 12 2
38 32 2
15 24 2
24 28 2
28 15 2
11 6 2
36 6 2
36 25 2
29 7 2
3 6 2
20 38 2
9 13 2
28 11 2
30 28 2
28 6 2
12 29 2
23 13 2
6 3 2
32 28 2
29 24 2
13 36 2
13 6 2
17 32 2
24 32 2
7 27 2
36 11 2
7 25 2
36 27 2
32 12 2
30 23 2
29 17 2
