100 32
16 17 1
18 4 1
14 3 1
16 5 1
9 16 1
20 16 1
2 5 1
10 4 1
8 5 1
14 4 1
11 17 1
7 9 1
20 19 1
8 12 1
2 18 1
14 16 1
1 16 1
7 1 1
15 11 1
8 1 1
17 8 1
2 20 1
5 15 1
17 16 1
16 6 1
12 13 1
17 7 1
8 19 1
7 13 1
19 20 1
8 19 1
6 4 1
5 3 1
18 15 1
10 20 1
6 5 1
3 7 1
18 19 1
4 7 1
8 11 1
6 10 1
13 9 1
17 20 1
12 17 1
19 13 1
3 20 1
3 15 1
13 12 1
13 20 1
19 2 1
6 5 2
8 19 2
6 20 2
11 19 2
18 4 2
10 8 2
12 3 2
1 8 2
9 5 2
2 15 2
15 12 2
13 14 2
13 15 2
4 2 2
20 1 2
19 8 2
15 1 2
10 5 2
2 6 2
14 5 2
15 1 2
7 6 2
16 14 2
17 6 2
3 10 2
7 13 2
15 16 2
20 2 2
11 17 2
17 7 2
19 14 2
11 5 2
16 4 2
19 3 2
2 10 2
10 12 2
4 11 2
17 12 2
16 10 2
1 2 2
10 8 2
12 2 2
18 16 2
14 15 2
10 15 2
9 14 2
9 10 2
12 17 2
10 19 2
9 4 2
