200 32
25 16 1
34 18 1
24 34 1
29 39 1
8 35 1
38 2 1
1 12 1
1 36 1
20 15 1
9 8 1
31 29 1
32 20 1
15 40 1
24 36 1
6 38 1
36 18 1
36 40 1
9 30 1
40 25 1
27 39 1
33 31 1
26 1 1
13 33 1
38 33 1
35 33 1
36 7 1
38 8 1
10 38 1
32 26 1
10 19 1
33 37 1
27 26 1
9 31 1
34 35 1
15 9 1
26 37 1
5 28 1
38 29 1
21 2 1
39 28 1
15 31 1
22 1 1
40 14 1
12 7 1
17 23 1
35 25 1
12 6 1
6 24 1
23 1 1
11 24 1
34 2 1
27 36 1
2 40 1
36 8 1
1 40 1
12 35 1
36 27 1
5 24 1
40 37 1
36 3 1
3 17 1
31 36 1
21 2 1
26 14 1
8 33 1
20 19 1
14 24 1
29 13 1
25 31 1
17 10 1
34 5 1
32 8 1
3 27 1
18 3 1
11 25 1
33 2 1
8 35 1
6 31 1
14 31 1
39 5 1
37 22 1
30 34 1
22 10 1
39 27 1
22 3 1
32 15 1
28 33 1
20 7 1
38 2 1
4 1 1
2 19 1
10 20 1
23 39 1
15 11 1
33 23 1
26 19 1
18 22 1
5 19 1
28 38 1
30 7 1
22 34 2
23 21 2
40 21 2
13 3 2
3 4 2
7 22 2
30 26 2
1 2 2
18 28 2
18 11 2
14 34 2
16 33 2
10 31 2
19 25 2
37 33 2
23 32 2
40 24 2
29 1 2
32 10 2
16 17 2
35 10 2
20 5 2
34 28 2
1 33 2
13 33 2
19 29 2
37 33 2
7 40 2
3 15 2
37 27 2
5 22 2
18 16 2
1 11 2
23 25 2
29 4 2
38 20 2
2 10 2
22 39 2
8 14 2
38 19 2
30 2 2
18 19 2
22 21 2
26 39 2
14 7 2
3 37 2
20 1 2
1 20 2
6 34 2
1 22 2
7 21 2
4 30 2
22 20 2
24 2 2
14 4 2
39 13 2
4 9 2
40 35 2
23 40 2
15 7 2
36 35 2
13 35 2
20 26 2
22 12 2
11 28 2
5 34 2
11 23 2
1 32 2
28 8 2
37 40 2
1 16 2
30 3 2
17 35 2
7 1 2
21 1 2
22 30 2
19 10 2
4 13 2
29 3 2
1 37 2
19 34 2
32 30 2
9 34 2
15 20 2
38 33 2
10 6 2
7 26 2
18 5 2
15 32 2
3 16 2
9 39 2
10 32 2
12 2 2
30 24 2
12 15 2
33 31 2
30 11 2
28 5 2
2 8 2
2 12 2
